,playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos
2116,Cuonzo Martin,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F
2117,Miles Simon,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2118,Desmond Ferguson,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,G-F
2119,Uroš Slokar,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2120,Chris Jent,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,F
2121,Malik Newman,3,0,2,0,1,2,2,0,0,0,0,0,0,1,0,2,G
2122,Jason Miskiri,3,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,G
2123,Tyler Cook,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,F
2124,James Scott,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2125,Luke Zeller,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C
2126,Sasha Kaun,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C
2127,Troy Caupain,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,G
2128,Steve Scheffler,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C-F
2129,Ognjen Kuzmić,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C
2130,Zach Lofton,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,G
2131,David Wear,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,F
2132,Garth Joseph,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2133,Kostas Antetokounmpo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2134,Charlie Brown Jr.,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,G
2135,Tacko Fall,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,C
2136,Steven Smith,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2137,Taurean Green,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2138,Jack Haley,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,C-F
2139,Sean Colson,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2140,Kaniel Dickens,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2141,Tony Mitchell,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,F
2142,Tony Mitchell,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,F
2143,Tyson Wheeler,3,1,1,1,1,1,2,0,0,0,2,0,0,0,1,4,G
2144,Ivan McFarlin,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,F
2145,Matt Williams,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,G
2146,Taylor Griffin,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2147,Isaiah Roby,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2148,Jeff Nordgaard,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,F
2149,Tyler Lydon,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2150,Demetris Nichols,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2151,Erik Daniels,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2152,Steven Hill,2,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,C
2153,Peter John Ramos,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C
2154,Luis Montero,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2155,Ben Bentil,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2156,Erik Murphy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2157,Ike Anigbogu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C
2158,Peter Aluma,2,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,C
2159,Brent Scott,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F-C
2160,Brandin Knight,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,G
2161,Sherron Collins,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2162,DeVaughn Akoon-Purcell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2163,Darius Johnson-Odom,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2164,Keith Benson,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C
2165,Daniel Ochefu,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,C
2166,Slavko Vraneš,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,C
2167,Steve Henson,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2168,Dennis Horner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2169,Kelly McCarty,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,G-F
2170,Sun Yue,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,G
2171,Ira Bowman,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2172,Vlatko Čančar,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2173,Andrew Gaze,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2174,Josh Akognon,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,G
2175,Thomas Welsh,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C
2176,Max Strus,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,G
2177,Fred Roberts,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,F-C
2178,Jerome Beasley,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2179,Diamond Stone,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,C
2180,Royce White,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2181,Reggie Hanson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F
2182,Kevin Murphy,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2183,Scott Machado,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2184,Shamorie Ponds,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,G
2185,Ryan Reid,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2186,Guillermo Díaz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2187,Marques Bolden,2,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,C
2188,Geno Carlisle,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,G
2189,Kyle Guy,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,G
2190,Randy Holcomb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2191,J.J. O'Brien,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2192,Kyle Wiltjer,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2193,Alex Kirk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2194,Jared Harper,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2195,Charles Cooke,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2196,Trey Gilder,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2197,Casey Shaw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2198,Martynas Andriuškevičius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2199,Trey McKinney-Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2200,Trevon Duval,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2201,Gani Lawal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F
2202,Mark Baker,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G
2203,Ibo Kutluay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2204,Erik McCree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2205,Reggie Hearn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,G
2206,Coty Clarke,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,F
2207,Matt Walsh,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,G-F
2208,Jerrelle Benimon,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,F
2209,Chris McCray,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2210,Shea Seals,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,G
2211,Vince Hunter,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2212,Deng Gai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2213,Derek Hood,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2214,Walter Sharpe,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
2215,Jacob Pullen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2216,Mile Ilić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2217,Guy Rucker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F-C
2218,Donte Grantham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2219,Sim Bhullar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2220,JamesOn Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2221,Matt Fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2222,Chris Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2223,Chris Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
2224,Andy Panko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2225,Tyler Davis,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,C
2226,Alex Scales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
